Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
#1131 ERGnomes Halloween '21 Special,Amiable,Fairy candy,No ears,White,Punk,Duck,Chill,127.5086741,8edaf506957b1b4e902901e4e725e59811a64d3e21bbbba6ff2d637f9a3b8458,1430
#1803 ERGnomes Halloween '21 Special,Relaxed,Horny teen,Pumpkin,Harmony $ONE,Sherlock,Eggplant,Thug,127.3577969,e5474e701d3f07422454a14cc45b9b826c9330fcc3542abfd5fecb9a127592aa,1431
#1926 ERGnomes Halloween '21 Special,Ranger,Fairy candy,Easter bunny,Arcane,Chicken,Eggplant,Happy,127.3413325,1adc88db60d277367a3aafbb07c6f8d671360c24b8e6a2f4b0fe1e39ea2bd652,1432
#1355 ERGnomes Halloween '21 Special,Calm,English tan,Cocker spaniel,Drowsy,Root,Starfish,Monobrow,127.309801,6c9f8083921547bcbb7ddaec33fbd9ef9545620a5fecdf7f59ba1b521ea83887,1433
#1849 ERGnomes Halloween '21 Special,Karen,Just white,Easter bunny,Pink,Devil,Eggplant,Angry,127.2796982,f97f80ba9377c8d495eebb7bbbc0648d8079fec32ea0941926c5ddc648e2acf0,1434
#1989 ERGnomes Halloween '21 Special,Queen,Potion blue,No ears,Harmony $ONE,Root,Starfish,Chill,127.2240713,fb49cc5af9d326ea194e1f2fe98aed9f0ca563f18c385b3e001537a5fd0e5472,1435
#1685 ERGnomes Halloween '21 Special,Joyful,Potion blue,Fairy nymnph,Yellow,Devil,Clown,Angry,127.194703,92bdf2ae4316cdef03656e5ba2610dc29b021d7c9a778c785bf082175a1a8179,1436
#1510 ERGnomes Halloween '21 Special,Joyful,Choking person,Easter bunny,Pink,Questionablestyle,Cat,Monobrow,127.1902284,68d4e9085ef5c8a4b6c97cbe593d0fb13845c7e67982b20b51224f98dc77d988,1437
#1668 ERGnomes Halloween '21 Special,Charmer,Fake gold,Fairy nymnph,Bitcoin $BTC,Sherlock,Clown,Annoyed,127.1653316,4b39fb8b19ac9296b1ff1c878b513afe0134be38c662c75c095f5e287662d08c,1438
#1774 ERGnomes Halloween '21 Special,Relaxed,Dying pepper,Occultist,Rude,Circus,Cat,Angry,127.1459446,3c3e3eb1f6daa19ac81001586750ab65bfb0e5b6cd577c49bdd7aa488cc5d928,1439
#1975 ERGnomes Halloween '21 Special,Fancy,Potion blue,Easter bunny,Rude,Questionablestyle,Carrot,Chill,127.0981563,5125fa31cbaf570ac88dacbd1e0c92de329ad2a6559da4abe653212cbcb9fe89,1440
#1527 ERGnomes Halloween '21 Special,Charmer,Potion blue,Monkey,Yellow,Devil,Iron,Happy,126.9765123,4da8767c049628bf022dd1043862010f25189bb2c0d11ad13eda0ceedfb6a5b4,1441
#1686 ERGnomes Halloween '21 Special,Smelly,Mold,Cocker spaniel,Dollars $,Root,Starfish,Confused,126.9190815,5e9bd2491ea5478cc107e8f6841cdf4bc011dfb8f4840651ff7fc299e9aa5c66,1442
#2649 ERGnomes Halloween '21 Special,Karen,Just white,Monkey,Hearts,Devil,Carrot,Angry,126.9015667,a56d3f9972df3ee2e3037053218054f976d79495d57522a94df3e64404a5a6a4,1443
#1041 ERGnomes Halloween '21 Special,Sweet,Classic,Imp,Flowers,Devil,Starfish,Chill,126.893217,31cc2b0d14eea2e55912b2e5e9cc86381d33f9acadba971762949af3aec6d5b0,1444
#1357 ERGnomes Halloween '21 Special,Fancy,Mold,Easter bunny,Rude,Devil,Cat,Chill,126.7947333,9cd232654338b3d0c29d787a21700cc7427948284d43d7153c64a357ee6b0007,1445
#2039 ERGnomes Halloween '21 Special,Smelly,Angry aunt,Human,Flowers,Root,Eggplant,Monobrow,126.7151983,26d69ac05868acb9631dfea5188996ca495bd5e8c5ff39d8d897d6d3c1f40a94,1446
#1124 ERGnomes Halloween '21 Special,Fancy,Horny teen,Imp,Hearts,Octopus,Toe,Happy,126.7094381,778177f66191260af839316e676ae92824540d2be70c47db93ba58a036768013,1447
#1115 ERGnomes Halloween '21 Special,Smelly,Sad red,Human,Pink,Sherlock,Cat,Worried,126.6771803,acd81b3bcaae0aac794147d6b6fd6d2d9786e0874dea2671e4b7a51f62e915d3,1448
#1865 ERGnomes Halloween '21 Special,Smelly,Flashy Sandra,Human,Rude,Root,Carrot,Worried,126.5328151,8fa89ce61c2ac7b66adc7c5dc5bf50b38d5e2aa0207ec8a1241993d09603ca68,1449
#1697 ERGnomes Halloween '21 Special,Amiable,Fairy bubblegum,Occultist,Dollars $,Root,Starfish,Angry,126.526093,5bc7956bed38c295857aec3d0bf7f1834343594b0f3cb178eb961aa9611bed76,1450
#2323 ERGnomes Halloween '21 Special,Queen,Just white,Easter bunny,Wavy,Nerd,Carrot,Monobrow,126.5142178,0a6c8d668568746f419a48f0645c9d302c34ce1a77380b395d220857ac6bd000,1451
#1133 ERGnomes Halloween '21 Special,Fancy,Classic,Infested,Bitcoin $BTC,Root,Starfish,Annoyed,126.4851037,c4aa47062a0cb1b8c064e4390bb1f985c6c4adb13751686048ed1ce974f013a3,1452
#1067 ERGnomes Halloween '21 Special,Goodboi,Potion blue,Monkey,Pink,Octopus,Clown,Angry,126.4675415,cda3f8538eea6a4791fb9e22025f08d735973dae207dffa6393fa2ef331b90e7,1453
#1671 ERGnomes Halloween '21 Special,Soldier,Horny teen,Fairy nymnph,Cat,Circus,Toe,Angry,126.3900626,6888ffa7f6045807d980df9f87fb435c8874c39dc6ee47c0c06af5920c5c2863,1454
#1371 ERGnomes Halloween '21 Special,Fancy,Fairy candy,Infested,Dizzy,Questionablestyle,Clown,Happy,126.3400279,82e37ef429e03cc55abeb1fe10625adde02a61d2b2c1497295f5bc84a6fbb235,1455
#1699 ERGnomes Halloween '21 Special,Soldier,Potion blue,Cocker spaniel,Ergo $ERG,Circus,Pig,Worried,126.3375889,f1728539b4f91c9d123ea34bb17348d4f6a6a5bf711ea63a17622c3602734ddc,1456
#1740 ERGnomes Halloween '21 Special,Soldier,Kawaii,Pumpkin,Pink,Chicken,Iron,Happy,126.3027695,e1475f3a2de8ca41748f0b89781fb63ffadb6c2a02b458ae535c60a126ecd91f,1457
#1377 ERGnomes Halloween '21 Special,Charmer,Angry aunt,Occultist,Flowers,Devil,Duck,Worried,126.0713692,a4c7a4736243bb8e4febd002fe70522754da113183256f37f078440cf31231f7,1458
#0565 ERGnomes Halloween '21 Special,Fancy,Fairy candy,Easter bunny,Harmony $ONE,Circus,Clown,Worried,126.0597804,8b285a33840b96d5826a96177768d9dbec3c3c6d9026690952a876903ecb192a,1459
#1314 ERGnomes Halloween '21 Special,Charmer,Sad red,No ears,Cardano $ADA,Octopus,Carrot,Thug,126.056306,357d937e35a4410d4d0ed3f0be424bd6bdf6f0085efc3d70fb3e33cb8a74cd84,1460
#0775 ERGnomes Halloween '21 Special,Sweet,Horny teen,Pumpkin,Pink,Devil,Toe,Happy,126.049297,1f5151332d5dec7267ac9484d1d731e0f6787635626332d69be270cfa164cf4a,1461
#2361 ERGnomes Halloween '21 Special,Depressed,Just white,Human,Dizzy,Circus,Pig,Thug,125.9777278,1d14b2e6e1437a84396bf017955bd47c415274f999e0cae111cc5c907722c6d4,1462
#2466 ERGnomes Halloween '21 Special,Calm,Just white,Human,Arcane,Nerd,Clown,Confused,125.9712011,1c814a7f9c7661fa49e946a6444724e07bdde538e57047bba1bba743d9151112,1463
#1889 ERGnomes Halloween '21 Special,Cute,Dying pepper,Easter bunny,Bitcoin $BTC,Root,Toe,Chill,125.8998199,1993ba94e215b33690231a15c37c99aea8c0ade4c270597acc9bbb38a94bd957,1464
#1806 ERGnomes Halloween '21 Special,Karen,Radioactive bubblegum,Occultist,Drowsy,Nerd,Toe,Monobrow,125.8867423,ce6a33f05c854c5b623e8ca9ae1c4092d7bc773d430667cc2ee120948b71fbc7,1465
#1330 ERGnomes Halloween '21 Special,Sweet,Horny teen,Cocker spaniel,Rude,Questionablestyle,Starfish,Thug,125.8342926,4ac77b6cd075292655fad070ce52c364f8a68aa44ed8d4510dddd07302bac187,1466
#1882 ERGnomes Halloween '21 Special,Goodboi,Radioactive bubblegum,Easter bunny,Dollars $,Root,Iron,Thug,125.7597627,0f7fa6b535ea770f5545ab2775ee8f618dceeb6dc8ce80e3b6a2637fa58fa7d0,1467
#2476 ERGnomes Halloween '21 Special,Charmer,Just white,Human,Arcane,Devil,Clown,Annoyed,125.5841298,ac54c5399c07d239adabf84332b07cce512520ac7e065cc01fd7feade3ed865b,1468
#1437 ERGnomes Halloween '21 Special,Goodboi,Rotten veggies,Pumpkin,Dizzy,Sherlock,Duck,Chill,125.5058728,80434d7d09111be8141e78898c9e5efcae8e695d14717a06b46b5d4f974776ab,1469
#1182 ERGnomes Halloween '21 Special,Fancy,Fake gold,Monkey,Flowers,Octopus,Toe,Monobrow,125.1786595,80ec2795fbb66733bf1638dd342adc4d49f5192e84257a93edcbeec0a3641252,1470
#1650 ERGnomes Halloween '21 Special,Relaxed,Flashy Sandra,Imp,Dollars $,Circus,Starfish,Confused,125.0655655,8616f633c0d98151bc8fb2ff415730bbea509e5a9b197a7fb1c120c12d66d22a,1471
#1739 ERGnomes Halloween '21 Special,Queen,Smurfkin,Cocker spaniel,Hearts,Chicken,Clown,Surprised,125.0449923,3318180c0ab2f5def9291b7572f2abf466c45f9187d9d066a2d00e08ff5b8a21,1472
#1726 ERGnomes Halloween '21 Special,Karen,Fairy bubblegum,Human,Dollars $,Circus,Starfish,Annoyed,125.009758,0c31e9993a45922f1b7e24d4c93d2bc6ebf13e1415c3df59f0d06dd4fd460bdb,1473
#1593 ERGnomes Halloween '21 Special,Fancy,Flashy Sandra,Human,Cardano $ADA,Nerd,Carrot,Annoyed,124.9962723,3ce861f82990b81bd2045cde12a543e015f09f43238187e25cda2f505b0303de,1474
#2380 ERGnomes Halloween '21 Special,Charmer,Just white,Monkey,Cat,Nerd,Carrot,Thug,124.9470406,b03577761066a523fc21f1ffe4baf7f2640a658ad7c3021b681b32c40c7d0eba,1475
#0407 ERGnomes Halloween '21 Special,Depressed,Horny teen,Easter bunny,Dizzy,Questionablestyle,Carrot,Angry,124.8944826,8a3e5ec71d60d8a9843c5b8572ec2fba37b2a0ed6c14fbddf716f263f57da06c,1476
#2075 ERGnomes Halloween '21 Special,Cute,Horny teen,Fairy nymnph,Yellow,Circus,Carrot,Angry,124.8900626,49545bcd84a9159d254dc587872ff9eca74f00d8f11895db6b04d1afb2ca60f7,1477
#1951 ERGnomes Halloween '21 Special,Cute,Fairy candy,Easter bunny,Cat,Circus,Cat,Happy,124.8201803,9e11d837fe4a25d5284b8ad15e77f705f5af153ff6c360eed348b0eaffdc91e8,1478
#2174 ERGnomes Halloween '21 Special,Smelly,Rotten veggies,Easter bunny,Ergo $ERG,Questionablestyle,Starfish,Monobrow,124.7917115,9818ecfdaff81ad7969390a36112482059faa7ad3d4dc61a4aaae21718b5a60b,1479
#1804 ERGnomes Halloween '21 Special,Ranger,Flashy Sandra,Human,Wavy,Sherlock,Cat,Monobrow,124.7400475,060d259fb08936240440b5196fbcfd308838e70c3a0c2270470e1e0d03f7b318,1480
#1015 ERGnomes Halloween '21 Special,Feisty,Fake gold,No ears,Ergo $ERG,Octopus,Pig,Thug,124.7345786,d06df6e6ccb6450499b8ec6be85b34d7f3e3c99756c8cc715e20c2b975a53819,1481
#2165 ERGnomes Halloween '21 Special,Charmer,Just white,Easter bunny,Dizzy,Root,Clown,Worried,124.6860015,941be575c9026b6bd642488b0e708b6a59b13bf3324bc6aa9b1c69b76f4a7efa,1482
#1228 ERGnomes Halloween '21 Special,Karen,Potion blue,Cocker spaniel,Drowsy,Sherlock,Pig,Surprised,124.6432808,d4d49cd05977a816df881a00151bcf7a0bdffe8ecd608bb4888898cdef303263,1483
#2060 ERGnomes Halloween '21 Special,Loud,Fairy candy,Pumpkin,Rude,Questionablestyle,Toe,Surprised,124.6288891,e67bf21c3c917a21869c648bc7bf976a993f1a69c690486ac1c29feda2734640,1484
#2746 ERGnomes Halloween '21 Special,Fancy,Just white,Easter bunny,Baby,Devil,Pig,Happy,124.5941961,9020def3aad6563564569e6150a2c371b647382ff52831a2c094fdce4dd5a4ae,1485
#1540 ERGnomes Halloween '21 Special,Karen,Horny teen,Cocker spaniel,Cardano $ADA,Root,Eggplant,Confused,124.5891896,8294c2ddef85afe9f944bdda0ba035908b152aebd1a9af82daff0c30b17a169d,1486
#2500 ERGnomes Halloween '21 Special,Amiable,Just white,Human,Dollars $,Devil,Pig,Thug,124.5632277,e384468ca3f643ee50f678e82e5773c2fa93ba8cfceba6db88f9a57ba3a083dd,1487
#1880 ERGnomes Halloween '21 Special,Smelly,Mold,Easter bunny,Water,Sherlock,Toe,Thug,124.5618755,5d490070ea101d24aac840a5d7e3c52f370ba29ba8efb4d51690f718c509f9a4,1488
#1380 ERGnomes Halloween '21 Special,Amiable,Potion blue,Infested,Black,Circus,Toe,Thug,124.5315055,7e5e75b4443dd2af3a5bf4fddc4764b4386aef9a344e2002e87ef87f60240c35,1489
#1017 ERGnomes Halloween '21 Special,Depressed,Potion blue,Occultist,Baby,Nerd,Cat,Worried,124.5005629,9f2322c21ed694ec2bca8c2c673db8575331bdd6760dc3636ceac19fe8b1e4c2,1490
#1315 ERGnomes Halloween '21 Special,Charmer,Mold,Pumpkin,Rude,Chicken,Starfish,Chill,124.2775598,1bcb9ae2e21d4e9082cced4ea2e2aaa4c5213ec6e59c259f16f37bf56229a3a6,1491
#1059 ERGnomes Halloween '21 Special,Relaxed,Kawaii,Pumpkin,Arcane,Sherlock,Eggplant,Thug,124.2078767,15670f45bf06b212c9b85d2385f79c3bf9945e8d946c89255e945eff4496a6a2,1492
#2708 ERGnomes Halloween '21 Special,Karen,Just white,No ears,Dizzy,Nerd,Carrot,Monobrow,124.0174858,096d67712c67acd4cde7634bc8150dbd9de0444e29d5a9e0cff5a28884928447,1493
#1079 ERGnomes Halloween '21 Special,Queen,Rotten veggies,Easter bunny,White,Nerd,Starfish,Worried,123.9523173,5601faafcea2642aeca94a279475d12ecd37cfff0a161d5c61125218498266df,1494
#1702 ERGnomes Halloween '21 Special,Charmer,Just white,Cocker spaniel,Water,Circus,Iron,Chill,123.8866289,b221c4b8ed4dee8f6a48f61fbc4968bbae8dfc2de311c01ef4c38efb8ff3b51c,1495
#1410 ERGnomes Halloween '21 Special,Thinker,Dying pepper,Pumpkin,Cat,Nerd,Eggplant,Confused,123.7907164,fded40580ce9ad84fe9f26da0709c7abb7cd7f4033d88cf7fd1b24e3eb67f607,1496
#2455 ERGnomes Halloween '21 Special,Amiable,Just white,Pumpkin,Baby,Circus,Clown,Annoyed,123.762136,cf55bfef30fd873b6e822bdb12b7727913d7523b1e8eb10a425b854333395c3c,1497
#1434 ERGnomes Halloween '21 Special,Soldier,Fake gold,Fairy nymnph,Water,Nerd,Starfish,Happy,123.7486673,21bc9f1f541bc91fd6a03a51265e27ad39a1b9c5e2437fcc165c5a5acdb3e3c8,1498
#2395 ERGnomes Halloween '21 Special,Charmer,Just white,Monkey,Cat,Root,Eggplant,Annoyed,123.6843485,5146b7b287582762d50e5ed2ffb4a7994cb79c44b19a480f2c8e9bfaee654c07,1499
#1787 ERGnomes Halloween '21 Special,Amiable,Unripe lemon,Cocker spaniel,Bitcoin $BTC,Sherlock,Clown,Annoyed,123.5823999,a567d45367f2f92b639ecc4816e7d970df0f21ce4da282d08fe2231c1a7ccbe3,1500
#0506 ERGnomes Halloween '21 Special,Goodboi,Smurfkin,Cocker spaniel,Water,Punk,Cat,Angry,123.5803283,a4ca0b28d66b21b7bb4c590514e7bd6cf42cd7ecf1e5854494b516919174fdfe,1501
#2348 ERGnomes Halloween '21 Special,Depressed,Just white,Pumpkin,Dizzy,Circus,Eggplant,Angry,123.5188641,fed5f601b05307ed6092098cb43a5fa7fdeb3c8f4e60629095b5e31f514189bd,1502
#0308 ERGnomes Halloween '21 Special,Cute,Potion blue,Occultist,Water,Devil,Pig,Chill,123.4692742,c778235da8bb1060078840df1ab1b4b751fdd3dc6bd2ea55207a95d441ad7693,1503
#2570 ERGnomes Halloween '21 Special,Amiable,Just white,Monkey,Baby,Devil,Clown,Surprised,123.450041,9b4382903ac8730456cd127400d797b3de862ff09d5e6df547502cfcfd2a398c,1504
#2011 ERGnomes Halloween '21 Special,Goodboi,Kawaii,Human,Flowers,Circus,Iron,Monobrow,123.4363929,5735e5ba77a4535990a294c1d11ae2564aefcd73b4c160eebb3c50641563b1c4,1505
#1039 ERGnomes Halloween '21 Special,Calm,Kawaii,Imp,Bitcoin $BTC,Circus,Pig,Worried,123.3140846,15e3d93be27262348845f55e7c27b3b82e5011605c9e24665b6677cbe1b4efcc,1506
#1940 ERGnomes Halloween '21 Special,Ranger,Flashy Sandra,Human,Hearts,Circus,Toe,Confused,123.2120301,b474567efd67b4f24c27e51681ca2f0a769223f19df84d8d3798ade7e9e2dad9,1507
#1772 ERGnomes Halloween '21 Special,Ranger,Flashy Sandra,Monkey,Arcane,Nerd,Starfish,Monobrow,123.1707835,8508b9dd5e544398273fc648323cbeaae2cbd99a40c1f12ea244cc9943c17e53,1508
#1876 ERGnomes Halloween '21 Special,Amiable,Potion blue,Human,Harmony $ONE,Root,Eggplant,Surprised,123.0679158,3decfe56bd5946ac48a1265e537f6a7cb1b8d9aaf038792795a4cc1b655789eb,1509
#1579 ERGnomes Halloween '21 Special,Charmer,Rotten veggies,Fairy nymnph,Yellow,Root,Starfish,Confused,122.9569184,e2a3805e56456b39117436224b29c07c9016808a26157140c74705d77bbc894c,1510
#1935 ERGnomes Halloween '21 Special,Sweet,Kawaii,Pumpkin,Arcane,Chicken,Clown,Happy,122.9223476,e65abcb292a08244c164421be33e402e28f945ec4a524e97c78f659301c61161,1511
#1248 ERGnomes Halloween '21 Special,Relaxed,Fairy bubblegum,Monkey,Baby,Root,Eggplant,Worried,122.7532613,6bca50fa0cf07b8b720e74a61011ec8d516b083db1898eaeb4d74bfbc52c891a,1512
#1501 ERGnomes Halloween '21 Special,Joyful,Radioactive bubblegum,Cocker spaniel,Ergo $ERG,Chicken,Cat,Surprised,122.6999846,a9f263cab6e0aa7f002c7ba672772e60b453b12b651e30f3e473685ff9356e03,1513
#2615 ERGnomes Halloween '21 Special,Amiable,Just white,Cocker spaniel,Black,Nerd,Pig,Worried,122.6863184,97b387c1302304d09c57299acdccb756f3d43abe6675b8439547953f402165c1,1514
#2709 ERGnomes Halloween '21 Special,Karen,Just white,Monkey,Baby,Nerd,Pig,Chill,122.6538728,5e7fd3e98affa2dc6a7176164390348ff913c5eec85b709ff7f15d88cf9a5a8f,1515
#1268 ERGnomes Halloween '21 Special,Karen,Classic,No ears,Rude,Punk,Pig,Confused,122.6525929,546bb050eb9c92a95f3fdb9a906b94d7baa5a2079905de47d3a678366df4a0a5,1516
#2048 ERGnomes Halloween '21 Special,Queen,Just white,Pumpkin,Ergo $ERG,Root,Clown,Annoyed,122.638011,312bab33a09424d9b7077e6360aa456173d1f818e0a1a60a174d8a5d9d156d1c,1517
#1875 ERGnomes Halloween '21 Special,Charmer,Fairy bubblegum,Occultist,Wavy,Nerd,Clown,Monobrow,122.5837101,83d079c189c28d8c4fca46f33be19c3e36c96af3ca154cc86cdfcd6bbfb8ee0b,1518
#1383 ERGnomes Halloween '21 Special,Ranger,Fairy candy,Occultist,Drowsy,Circus,Carrot,Chill,122.3683232,7d52730f93e2c73e021cba826031ad3485b30a3348d703ae1447d676a1b2311d,1519
#1717 ERGnomes Halloween '21 Special,Calm,Potion blue,Cocker spaniel,Rude,Nerd,Toe,Worried,122.3488601,c59f4b6e8dba98b2017bf22d2a72bca91324a1eae3eb01ecebe7b8449391c155,1520
#1351 ERGnomes Halloween '21 Special,Sweet,Mold,Cocker spaniel,Pink,Devil,Duck,Surprised,122.3088811,f5b608c8d9bbc827a3c5a00f5b29c2cf3faa7f704b0f515b178232fcd3c25067,1521
#0837 ERGnomes Halloween '21 Special,Amiable,Potion blue,Human,Black,Root,Clown,Confused,122.3056256,2557d46cecec5bb76f1b5fbd79eb056eabd9047cdff104a6f6bb09151915aeea,1522
#1793 ERGnomes Halloween '21 Special,Relaxed,Classic,Pumpkin,Bitcoin $BTC,Nerd,Toe,Confused,122.2870392,961b87a0a2f65bd985d08769798e6906362d011f1800b726cc0980c0564cac0a,1523
#2700 ERGnomes Halloween '21 Special,Amiable,Just white,Cocker spaniel,Wavy,Nerd,Pig,Worried,122.2440231,1b896e586a8716b90f3fc83e7a6f98e0d64630287dd542d73c2a3a8c65892d2a,1524
#1840 ERGnomes Halloween '21 Special,Cute,Horny teen,Fairy nymnph,Dollars $,Sherlock,Toe,Happy,122.2084387,4c610e5c2d806fbe1a0b1d6b9e71934a12586260c0d3701df6f8261e04af5e1e,1525
#0581 ERGnomes Halloween '21 Special,Charmer,Angry aunt,Imp,White,Sherlock,Pig,Monobrow,122.131928,9c8384c1c2fceaeaed8695a6b0d8b89065a11d99ec8799035a7455b341bc70d7,1526
#1719 ERGnomes Halloween '21 Special,Sweet,Rotten veggies,Easter bunny,Arcane,Root,Toe,Thug,122.1259243,40d6f9f4a28f9703395babec7194d716b7d6a24dfbb7259ca4f717aacc1e4934,1527
#2697 ERGnomes Halloween '21 Special,Joyful,Just white,Monkey,Dizzy,Nerd,Eggplant,Worried,122.1245011,8032c1490477f7f13dfb99b75235e803588e0a25cd90e23049d967ece7cb8a6b,1528
#1586 ERGnomes Halloween '21 Special,Fancy,Sad red,Fairy nymnph,Harmony $ONE,Root,Cat,Happy,122.0595114,1c56ec2860fe2b337440c5898283071556e41c20e1716d46097a5f42221fc1f8,1529
#1833 ERGnomes Halloween '21 Special,Cute,Smurfkin,No ears,Wavy,Chicken,Toe,Monobrow,122.027268,cfa10c67a0fcba46d13526a4f583581d4a8fee136f46277420a2ed1fbbe5a7ae,1530
#2538 ERGnomes Halloween '21 Special,Depressed,Just white,Monkey,Black,Circus,Carrot,Worried,122.0187129,21ee1b7f47c863b515357f4a9d374dd45660242596a8ac40486af1d1c66d688f,1531
#2114 ERGnomes Halloween '21 Special,Smelly,Kawaii,Cocker spaniel,Arcane,Circus,Clown,Confused,121.9575686,d9ffd5fdf81897c8ebbca8b3caaa2e7706bbe06d0ce32daf851d023df994def4,1532
#1966 ERGnomes Halloween '21 Special,Loud,Mold,Cocker spaniel,White,Devil,Iron,Worried,121.9389588,51bb665852e2225eb02c2144a55eccd97d1bbe1de20e483bf300214e03644aaa,1533
#1721 ERGnomes Halloween '21 Special,Fancy,Rotten veggies,Pumpkin,White,Devil,Toe,Confused,121.8929281,e4d7906771993f4c7d49f022df461cad671ea390f633eac76c34771f75a9477d,1534
#1413 ERGnomes Halloween '21 Special,Cute,Smurfkin,Cocker spaniel,Drowsy,Root,Starfish,Worried,121.8083396,3b8bae13006b077e2b71c437c56218f4483eb3b5848b6d6365cc2ae2c704b90c,1535
#1507 ERGnomes Halloween '21 Special,Joyful,Smurfkin,Fairy nymnph,Flowers,Sherlock,Pig,Angry,121.7978858,b37a8ba5bbebf34616215d7828397fdb6477566bf33d1bf73d6bd842f56fa16a,1536
#2394 ERGnomes Halloween '21 Special,Depressed,Just white,Monkey,Water,Root,Clown,Monobrow,121.7878527,2de106ad23bc2adcc19abc68525ae6f6b91899e19ce6eb8c4a2ee9fb704721d4,1537
#2309 ERGnomes Halloween '21 Special,Goodboi,Just white,Pumpkin,Ergo $ERG,Root,Eggplant,Worried,121.7778968,da52ff4e40dc76bbb93223642bc4ce5035d879e487c96c99e4360f5eaddf1346,1538
#1102 ERGnomes Halloween '21 Special,Charmer,Choking person,Easter bunny,Pink,Questionablestyle,Toe,Confused,121.7350066,62463016f44c50363fde154d409edcd14ee3edb42afe756b1945abccb3cd97c3,1539
#1934 ERGnomes Halloween '21 Special,Amiable,Fairy candy,Pumpkin,Rude,Circus,Cat,Worried,121.7147647,044260bcc7d666e3edcb29fe9fa8fd45eade21d06447edd69f9309596d1d7c77,1540
#1891 ERGnomes Halloween '21 Special,Karen,Smurfkin,Monkey,Hearts,Sherlock,Starfish,Chill,121.6620499,0b9bccb979421831d36d084164766b83fe25f8a4faf8aa2e4900148ad8ec0209,1541
#1362 ERGnomes Halloween '21 Special,Fancy,Unripe lemon,Fairy nymnph,Dollars $,Punk,Cat,Confused,121.5571726,88b82d02abcbbe13ce897b39fe884af703e816562559507da5734b8b017e18cb,1542
#2605 ERGnomes Halloween '21 Special,Depressed,Just white,Human,Ergo $ERG,Devil,Eggplant,Confused,121.5209959,c430855dad52f584c612a623d4c73770c57d7fcd3e383364508c656a903e5359,1543
#0983 ERGnomes Halloween '21 Special,Relaxed,Unripe lemon,Cocker spaniel,Wavy,Chicken,Starfish,Annoyed,121.4916446,6aca0f04fd96356919e62dc9d10e04b3a1fc2d110db7a887fdd76bac7b4fc9ad,1544
#2684 ERGnomes Halloween '21 Special,Queen,Just white,Human,Drowsy,Root,Eggplant,Annoyed,121.3854321,a66551a5dce745730cfcf10b840148139f68f37548b7a1684859bef69ecd3fd3,1545
#2043 ERGnomes Halloween '21 Special,Joyful,Mold,Human,Yellow,Circus,Toe,Thug,121.3374484,1160db5164dab9581740bae01c8b47c1b46acbd4a8f2b2e220022318ea36646b,1546
#2564 ERGnomes Halloween '21 Special,Karen,Just white,Cocker spaniel,Ergo $ERG,Circus,Carrot,Chill,121.3302911,06c421fd80eca0ab078d411967210d616f65973ae758bb51551625766dd2e349,1547
#1424 ERGnomes Halloween '21 Special,Fancy,Horny teen,Cocker spaniel,White,Devil,Duck,Surprised,121.3301972,bfed51450d49563620e585df459734d824ccdf44192639a9393f7c8bec85dcec,1548
#2217 ERGnomes Halloween '21 Special,Depressed,Just white,Monkey,Water,Devil,Clown,Monobrow,121.3148415,8bdbe9ae697d02d75cbdc83f9a49f1f35e51de59aca78116a1721bd89a9b59c7,1549
#1704 ERGnomes Halloween '21 Special,Sweet,Horny teen,Fairy nymnph,Dollars $,Sherlock,Pig,Surprised,121.2947959,afa4cf881a68fae7ecebab1dd3a1570d3e516b75c3bb8a6eab189f46be108fa8,1550
#1764 ERGnomes Halloween '21 Special,Charmer,Horny teen,Occultist,White,Chicken,Carrot,Confused,121.2572211,684e33159d6417090d72e9ce9aba8398605db0c5fc825c050ad57df68996486f,1551
#1758 ERGnomes Halloween '21 Special,Sweet,Dying pepper,Easter bunny,Cat,Chicken,Eggplant,Chill,121.2418455,7f239836cd3430b2bbdfc3b56a66ba0f7af4c4bbe9aa04994455cc93d4aa1239,1552
#1628 ERGnomes Halloween '21 Special,Queen,Fairy bubblegum,Monkey,Pink,Circus,Toe,Surprised,121.2259952,bb154f0f55b11c8ca0790ada498108b7e5099121d5889ebf471774d515102b0e,1553
#1666 ERGnomes Halloween '21 Special,Loud,Mold,Easter bunny,Hearts,Circus,Iron,Thug,121.2039708,98af5bf36b0926d658638e46bc9f253181f0e8b38cf2d654b0e83e74cb13ad02,1554
#1809 ERGnomes Halloween '21 Special,Amiable,Classic,Pumpkin,Bitcoin $BTC,Sherlock,Iron,Confused,121.096563,ef3487de36f8adc5b922a05c63efc0b4a1fb8a9faebc93409c3c492cac89ef83,1555
#1446 ERGnomes Halloween '21 Special,Ranger,Horny teen,Cocker spaniel,Baby,Nerd,Toe,Monobrow,121.0429259,1805b72aa0febe788a4897e57675d9a3bacde59420f41559fdab8579c28a5640,1556
#0433 ERGnomes Halloween '21 Special,Karen,Smurfkin,Imp,Water,Questionablestyle,Clown,Monobrow,120.9287037,1f51379d133c4bfb29f54fd830d802235d7922be74a8e380a7e3b417684b9ca5,1557
#1982 ERGnomes Halloween '21 Special,Calm,Potion blue,Easter bunny,Flowers,Root,Toe,Thug,120.9264294,0c9d7b6841cd7245e032319d6d809c4515ef6d43d5c65fbd0e940032e3715f89,1558
